Catalyst;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10
5Ni10La90Al;0.477711;1.282022;0.1323018;0.4002229;-0.9142113;0.03896167;0.6342495;0.368594;-0.57681537;-0.18202421
5Ni15La85Al;-0.85186875;1.8298914;0.36235017;-0.22906165;-0.28788465;0.42087737;0.20959692;-0.02514599;-0.82221204;-0.27153715
5Ni1Ce/γ-Al2O3;-0.08469857;1.6350974;0.43056232;0.1928102;-0.34677172;0.10940127;-0.13448277;0.30364192;0.00017816;-0.42297736
5Ni1Ce/MCM41;-1.6489795;0.8348052;0.927808;-0.51773584;-0.27967787;0.6588202;-0.06351823;0.3543948;-0.9237155;-0.14080688
5Ni1Ce0.5La/30MgAl;-2.079992;1.6026399;0.39628786;-0.26172042;0.009300866;0.8065729;0.07508247;0.13617994;-0.42316473;-0.61161727
5Ni20L80Al;-0.50592494;1.4288886;-0.757598;0.75644106;-0.40638492;-0.28917316;0.61697793;0.060759813;-0.14315246;-0.15468308
5Ni3Ce/MCM41;-2.7942638;1.1019591;0.9273235;-0.2680558;0.2606263;0.22230132;0.029234685;0.32018855;-0.9583213;0.02046959
5Ni9Ce-SBA-15;0.7173293;-0.19365327;0.23570305;-0.11996082;0.19210333;0.3088502;-0.41487956;0.31993994;-0.9068712;-0.38778982
5ZrO-Ni/AL2O3;1.0238776;1.3275675;-0.71141946;0.028540123;0.1906279;-0.022377698;0.1597971;-0.06811061;0.62894106;-0.11107734
5wt% Ni/Ce0.8Pr0.2O2;-1.1537101;0.96117765;-0.006755121;-0.52849233;0.7382973;0.64659;0.42034683;0.78319526;-0.17954966;0.09998987
5wt%Ni/Ce0.5Zr0.5O2;-2.144548;1.3989508;-0.094942786;-0.118954346;0.7499793;0.69604313;0.36569557;0.8113215;-0.5514864;-0.23907655
5wt%Ni/Ce0.8Pr0.2O2;-1.1537105;0.9611778;-0.006755138;-0.5284922;0.7382973;0.64659;0.4203472;0.7831959;-0.17954911;0.09999017
5wt%Ni/Ce0.8Zr0.2O2;-1.8375791;1.4275144;-0.13841054;-0.055116203;0.5706716;0.6383162;0.15553755;0.89117754;-0.27625555;0.07416518
6%Y-NiO/SBA-15;1.770129;-0.52351475;0.2196176;-0.14949507;0.6262249;-0.07779262;-0.17460364;0.19122532;-0.64765817;0.006167836
6.2%Ni-SiO2;1.1908317;0.64786893;-0.8008312;-0.46704775;-0.26275563;0.02036355;0.0435267;0.2224237;0.03139951;0.023210308
6.7%Ni-SiO2;0.9587898;0.3654937;-1.0298228;-0.7319965;0.045495644;0.17744823;0.18567312;0.00629432;-0.19480747;-0.09284398
6.7%Ni/meso-SiO2;0.8559647;0.4487924;-0.42383555;-0.31574863;0.45634365;0.48238495;-0.5955261;0.22592433;0.35565275;0.03933144
6PAl-10Ni;1.0911704;-1.3324031;-0.002575961;-0.31016827;0.17719148;0.24969564;0.34224474;-0.7264427;-0.8376868;-0.14539248
7.5%Ni-MgO-Al2O3;1.3295428;0.7074695;0.12500168;0.037244316;0.86068434;0.17539047;0.06568222;0.009715322;-0.19539689;-0.19434354
750-NC;0.7464792;0.12313501;0.7787956;0.58506346;0.9511091;-0.12496979;0.34106955;-0.09635796;-0.644931;-0.9012104
7Ni/MgO;-1.4491632;-0.40558726;-1.498469;1.0993798;0.24498639;0.39469704;1.2152559;0.12606297;-0.76055044;0.038314596
8.2 wt%Ni/HTASAO5;-0.25338313;0.76625943;-1.6116618;-0.83342135;-0.105220504;0.4480021;0.048929974;-0.5546835;-0.025989538;-0.18369146
8.8%Ni-SiO2;0.6023619;-0.18297338;-1.2553071;-0.443907;0.40052417;0.16687918;-0.103624605;0.15929869;-0.31772318;0.103275895
850-NC;0.41156358;-0.08921335;0.66222876;0.6134671;1.1632408;-0.19344255;0.35543078;-0.12941116;-0.7404584;-0.8545733
9%Y-NiO/SBA-15;1.7493213;-0.8317222;0.17594247;-0.055371862;0.7022779;-0.030864077;-0.12761654;0.19444959;-0.58779246;0.03229052
B(3)-Ni/MA;0.5754527;0.1559665;0.253219;0.10994201;-0.96306366;0.4949954;0.1998317;-0.30979532;0.7573423;-0.5574197
CA;-1.4742004;-0.7038282;2.300412;-1.6301469;-1.0143381;0.78528184;-0.13090782;0.39192292;1.1253104;0.15274006
CB-LDO;-1.904784;-1.2712735;-0.040754233;0.5498843;0.34488723;0.37409362;0.91293;-0.38696563;0.38447663;-0.013058557
CP;-0.84525275;-1.1897428;0.19179577;-1.4269595;-1.180117;0.14678906;0.090865396;-0.03130725;1.3818223;-0.096890256
Ce (10)-Ni(15)/perlite;0.5264233;-0.053607237;1.06669;-0.10961762;-0.6345041;0.57166797;0.21925707;0.42156142;0.42308635;-0.84798074
Ce (20)-Ni(15)/perlite;0.3499501;0.12208435;0.87064934;0.046862457;-0.39666283;0.45280874;0.3385088;0.39964017;0.34381923;-0.863204
Ce(0)-NMA-COP;1.0565103;-1.0216236;-0.3566885;1.0054839;0.47593868;0.38581774;0.49977702;0.6320536;0.055982012;-0.4328027
Ce(1)-NMA-COP;1.2227277;-0.8104457;0.38882807;0.311299;0.10018263;0.51459634;0.1478507;0.39672723;0.22454719;-0.29705775
Ce(1)-NMA-IMP;1.4474547;-0.7274312;0.8887625;0.32781112;-0.23747097;0.6475077;0.29291603;0.09355327;0.6410903;-0.5859001
Ce(3)-NMA-COP;0.8031244;-0.99724054;0.007044991;0.52490014;0.6867648;0.42327347;0.34189105;0.1528194;0.04383536;-0.47123465
Ce(3)-NMA-IMP;1.232476;-0.80204123;0.5338723;0.48398405;0.20710222;0.5560533;0.5375541;-0.08608538;0.4741569;-0.6417683
Ce(5)-NMA-COP;0.70282733;-1.4056156;0.15257357;0.5191014;0.89703804;0.44813085;0.533194;0.34510806;-0.21708764;-0.51073426
Ce(5)-NMA-IMP;1.3024194;-1.1375257;0.6332801;0.54094106;0.55346936;0.59549373;0.7333974;0.14967544;0.121682175;-0.67556024
Ce-NHS-SiO2-S;2.0441318;-0.7192407;-0.54050064;-0.7001866;0.22632003;-0.25379157;0.05138617;0.36082473;-0.26165637;0.2543577
Ce0.2Pr0.8O2;-0.62061036;0.2552204;0.85687953;-0.9172383;1.5566843;0.33899805;1.0977597;0.6446969;0.5369131;1.0217512
Ce0.35Pr0.65O2;-0.0383681;0.9838537;0.7132388;-1.3316288;1.4111012;0.73033047;0.85514045;0.096578084;-0.23192059;0.05339749
Ce0.5Pr0.5O2;-0.57146126;0.45945665;0.7961644;-1.0159335;1.5205923;0.6910614;1.1604213;0.43807408;-0.3643848;0.34818453
Ce0.8Pr0.2O2;-0.43503067;0.7088758;0.7370245;-0.93454784;1.3913274;0.18932955;1.0862386;0.8748738;0.44464427;1.0041862
CeNi0.9Zr0.1O3;-2.6227276;1.1142114;0.37135145;0.20216648;0.8392126;0.37553912;0.24564764;0.31343;-0.118765876;-0.46255562
CeO2-Ni-Ps CS;1.0628895;-0.060216002;-0.45677575;-0.39644426;-0.117035806;0.43215516;-0.39022604;0.425723;0.13367416;0.42174232
CeO2-Ni-Ps YS;1.1451349;-0.12193063;-0.12176824;-0.33892182;-0.13875644;0.3678617;-0.5480966;0.35371056;0.12014031;0.23077267
CeO2-Ni/SiO2;0.9493434;1.1502246;-1.078851;-0.1860871;-0.14990322;0.44192317;-0.1545096;0.6212194;0.44875914;0.24379033
Ce-Ni/SBA-16-MgO;1.9807516;-0.5419768;-0.0631719;-0.1400714;0.021863338;0.19963878;0.6534569;0.27946374;-0.18063653;0.03600654
Cs-Ni-La2O3;-1.46054;1.124453;-0.1258748;-0.003397659;-0.29351988;-0.5207159;-0.07097507;0.21598107;0.10075401;0.22733675
HMA-Ni/SBA-15;1.851008;-0.24175844;0.23261352;-0.47081408;-0.65134084;0.056079462;0.23533562;0.19908345;-0.22314644;0.14859329
HNi;-2.2319586;-0.10917334;-0.20548922;1.0751556;-0.81875247;0.65634626;-0.62857604;-0.49463016;-0.33767557;0.8637984
HNiZr10;-2.7561264;0.13537632;1.9093312;-0.26077798;-0.6661373;-0.30162302;-0.6187649;-0.09207887;-0.6284439;0.3650474
HNiZr3;-2.2266774;0.8156898;0.69262296;0.9712707;-0.14598535;-1.3267939;-0.2657357;-0.78657645;-0.16921325;0.23377341
HNiZr5;-2.687257;0.41040123;0.6860479;0.64759177;-0.7443222;-0.521349;0.337808;-0.49771675;-0.57047737;-0.32188022
HT;-2.089423;-0.42611316;1.6000446;-1.0566788;-1.1027501;1.1727881;-0.44719997;-0.47838032;0.40409154;0.6255568
HT Ce;-1.4750552;-0.70029604;2.3030167;-1.6318429;-1.0148696;0.7857444;-0.12923361;0.3937452;1.128992;0.1546338
HT Ce/Y0.2;-2.5023355;-0.10519818;0.88721293;-0.5824781;0.54313594;-0.08674824;1.1406153;0.59847474;1.6419914;0.5971552
HT Ce/Y0.4;-2.4738283;-0.19967718;2.1761758;-1.3070694;0.117510006;0.70282406;1.0660604;0.4041113;0.8310682;0.054922417
HT Ce/Y0.6;-2.6264644;-0.41960347;2.0514421;-1.3165734;0.09070772;1.1010759;1.0731127;0.48154217;0.6871855;0.010028805
HT/Zr;-2.9448261;-0.9352618;1.7066005;-0.9143752;-0.002278576;1.3991762;-0.3943783;-0.06883211;0.5692183;1.098683
HT/ZrY0.2;-2.5595632;-0.09985373;2.0186534;-1.0098604;0.28486153;-0.36992198;0.2412839;0.5570883;1.5915359;0.93059886
HT/ZrY0.4;-2.197917;0.12843364;2.2557616;-1.0896763;0.27536312;0.9069416;0.24251969;0.030327322;0.46644434;0.4184817
HT/ZrY0.6;-2.8130486;-0.33076414;2.46156;-1.4296571;0.52631396;1.304302;0.5890893;0.16677101;0.3148955;0.15639207
HTNi;-2.2319586;-0.10917334;-0.20548922;1.0751556;-0.81875247;0.65634626;-0.62857604;-0.49463016;-0.33767557;0.8637984
HTNi-Zr;1.1292602;-1.0320811;0.9816343;1.521709;0.21148038;-0.36555737;-0.55257976;-0.3185245;0.12464764;-0.3091136
HTNi-ZrY0.4-cop;1.2090368;-0.98764;1.1585854;0.7920462;1.3884792;0.08021136;-0.38535416;0.40073302;0.25038445;-0.2088339
HTNi-ZrY0.4-imp;1.8006309;-0.8177653;0.9886898;0.49125835;0.5314089;-0.14240372;-0.16255406;0.21766815;0.05033571;-0.25468868
HTNi25-Ce;0.1313902;-0.05430305;0.4431907;-0.30740333;-0.036990702;-0.65904665;-0.1602849;-0.8159963;-0.6080225;0.117910124
HTNi-Y0.4;-1.2181222;0.6370767;1.2695445;0.048634946;-0.2458591;0.47435698;-0.19013917;-0.4924376;0.23218392;0.27989107
In0.1Ni-SiO2;0.751842;0.089038104;-0.63517976;-0.4846608;-0.26553655;0.4430432;-0.32448474;-0.44569433;0.11214144;0.17914003
In0.5Ni-SiO2;0.6607826;0.10700391;-0.90757054;-0.5192325;-0.4847272;0.41600478;-0.1707294;-0.28431708;-0.076710016;0.053852044
In1.0Ni-SiO2;1.1809791;0.3404519;0.012684741;-0.17343523;-0.41339996;0.44994953;-0.1409361;-0.059231773;0.19378947;0.07120338
In3.0Ni-SiO2;1.2051526;0.43765926;-0.47528598;-0.39925396;-0.33014765;0.28286606;-0.028462054;-0.09832352;0.2638284;0.08422156
K-Ni-La2O3;0.49713928;1.5494127;-0.87721413;0.80179167;-0.2112115;-0.4548898;0.018881246;-0.012765403;0.47649232;0.04156089
La0.6Ce0.4Ni0.9Zr0.01Y0.09O3;-2.2007172;0.5970432;1.4044994;-1.143811;2.1763604;0.8158398;0.23549898;0.8054827;-0.56393975;-0.21147221
La-Ni/SBA-16-MgO;1.621909;-1.0267992;-0.36837715;-0.2915008;0.14671277;-0.21466485;0.29934013;-0.24427435;-0.13028774;0.056870233
Li-Ni-La2O3;0.49713928;1.5494127;-0.87721413;0.80179167;-0.2112115;-0.4548898;0.018881246;-0.012765403;0.47649232;0.04156089
M-Ni-SiO2;1.9428226;-0.15082836;-0.8481058;-0.21675502;-0.3033584;0.035607465;0.45164135;0.5576382;0.018614855;0.19603899
MPt1;0.19158827;-0.066546865;1.5839183;-0.53358763;-0.7016808;0.58782417;-0.4279761;-1.077002;0.13719063;0.03670916
MPt2;-0.63917977;0.17426744;1.5579296;-0.47231042;-0.15320948;-0.17244743;0.44039905;-1.1045003;0.8685626;0.0451002
MPt3;-1.1172833;0.54053897;0.9246289;0.10279714;0.16519511;-0.520704;0.12985215;-1.5979096;0.31576508;0.20320305
MPt4;-0.6039887;-0.19526441;1.4622487;0.049592763;-0.485297;0.34123302;0.8804105;-1.2181089;0.10843848;0.13031504
Mg-Ni-MA;2.0157208;-0.78971165;0.644668;0.41476297;-0.48311695;0.2621891;0.37052426;0.17786358;0.2145287;0.42812955
MgeNi-MA;1.1336997;-1.0302336;0.98184633;1.5180526;0.20993222;-0.36951402;-0.550092;-0.31901187;0.1242919;-0.31154597
Mg-Ni-La2O3;0.49202102;1.5517277;-0.8789518;0.8043134;-0.21365173;-0.4539994;0.019609516;-0.01099761;0.47456762;0.042891357
NAC;-2.3519099;-0.9967085;0.47285873;0.37894636;-1.9106046;-0.873067;0.043886732;0.44248617;0.29214647;-0.08281704
NAC-0.8% Gd2O3;-2.7366924;0.37119758;0.35872877;0.28052273;0.5851968;-1.4531769;0.50631016;0.017380975;0.21606515;0.7177348
NAC-1%Gd2O3;-1.5865983;1.0623119;0.98886067;0.15398121;0.008235629;-1.0041691;0.20183563;-0.2978904;-0.20093156;0.8130629
NAC-1.2% Gd2O3;-1.0991026;1.2474195;1.0417646;-0.374116;0.053533446;-0.52640194;-0.014701659;0.027619142;0.24210759;0.6756249
NAC-1.4% Gd2O3;-1.4372423;1.4369411;0.8218292;-0.41861913;0.13246062;-0.5825876;0.028957466;-0.3016996;0.011255373;0.34020704
NAC-2%Gd2O3;-1.1960665;1.291577;0.2622261;0.0879934;0.12712371;-1.0883225;0.42789656;-0.03191863;0.5564185;1.2989205
NAF;-1.851936;-0.38443357;0.743692;0.72050816;-1.3126343;-0.26330262;-0.44600365;0.11824638;0.17432271;-0.1009601
NAU;-2.2283285;-0.110754825;-0.20685871;1.07238;-0.8215213;0.6551432;-0.62699246;-0.49516743;-0.3386094;0.8653353
NAW;-2.2283278;-0.110754825;-0.20685865;1.0723804;-0.8215219;0.6551448;-0.62699145;-0.4951663;-0.33860892;0.8653361
NCA;-2.3519099;-0.9967085;0.47285873;0.37894636;-1.9106046;-0.873067;0.043886732;0.44248617;0.29214647;-0.08281704
NCMZ ();-2.280977;-0.94939315;0.19784918;0.4106913;-1.1716472;-0.9835011;0.64378005;0.40042737;0.5911412;-0.703256
NCZA;-2.3519099;-0.9967085;0.47285873;0.37894636;-1.9106046;-0.873067;0.043886732;0.44248617;0.29214647;-0.08281704
NHS-MSS-A;1.5867485;-1.1418977;-1.191565;-1.2505488;-0.22192645;-0.27256757;-0.17613973;0.34821895;-0.112968996;-0.09041608
NHS-MSS-As-.3;1.7120332;-0.77726024;-0.51114845;-1.5191381;-0.07337453;-0.5464113;-0.12179737;0.45592877;0.22817364;-0.06918964
NHS-SCS0.1-S;1.1328609;-1.2300317;-0.9618838;-1.7125795;0.19733635;-0.26277238;-0.29982165;0.6553888;-0.048403922;0.15809733
NHS-SCS0.3-S;0.7843631;-1.1052233;-1.4329292;-1.6997807;0.29408202;-0.6931156;-0.23223594;0.6198205;0.03455286;0.049554043
NHS-SCS0.6-S;0.8693164;-1.3765837;-1.5858972;-1.5939952;0.31198743;-0.27186242;0.16958386;0.60227203;-0.16515048;0.09087566
NHS-SiO2-S;1.2276115;-0.8931055;-1.4929603;-1.2669045;0.2466194;-0.32265013;-0.070856564;0.35755587;-0.009792225;0.1708061
NMZ ();-1.3690871;-0.4088019;0.6495397;-0.31340748;0.119682334;0.9253368;-0.60407734;-0.008699541;1.1810029;-1.5534241
NP(1.5)/SBA-15;0.94257605;-0.7679597;-0.03017248;-1.123079;-0.09206354;0.07697059;0.123912916;-0.2790213;-0.2148362;-0.6418188
NP(1.5)/SBA-15(A);1.0710914;-0.42847222;-0.10654819;-0.83315295;-0.48849055;0.051924493;0.2665781;-0.22408448;0.10761918;-0.5753548
NP(1.5)/SBA-15(N);0.8891975;-0.54925317;-0.2023924;-0.6704029;-0.474417;0.12282887;0.25172374;-0.11294954;0.06824385;-0.6953576
NP(10)/SBA-15;1.2197317;-0.85044616;-0.08941297;-0.7463446;-0.46665877;0.06812294;0.27255163;-0.30002958;-0.052967213;-0.50609213
NP(15)/SBA-15;0.7540415;-0.7072486;-0.115430996;-0.89080215;-0.36535776;-0.0603584;0.20298508;-0.36682448;-0.26717326;-0.5490788
NY25Z75- CP;-0.2513583;0.53298104;0.14923206;-0.41474172;0.16746716;-0.37255096;-0.09086135;-0.91065824;-0.6174506;-0.61375195
NY25Z75- Zr(OH)4;-0.59908074;1.7622732;0.060135834;0.06468408;-0.1149515;0.42652908;-0.348909;-0.7308038;-0.101826794;-0.2793899
NY25Z75-ZrO2;0.25784358;1.633298;-0.038615465;-0.005250899;-0.31401333;-0.039587613;-0.1324857;-0.26315328;-0.09490089;0.026295988
NZH-c;0.40906635;-1.0364482;0.535269;1.5364931;0.26158804;0.46946988;-1.203566;-0.30847093;0.32084996;-0.16270722
NZN-c;1.6687603;-0.6153234;-0.08668669;0.60573214;-0.4671305;0.11431396;1.045018;0.43268326;-0.09325096;0.111994214
NZO-c;2.2608085;-0.4155964;-0.13867252;1.0247276;0.5751006;0.06307498;0.51965576;0.67786634;-0.11781608;0.13552353
Ni (10)-MAl;0.71121496;0.1895012;0.61950564;0.6979517;-0.5745583;0.050420586;0.19612156;-0.11137817;0.23020789;-0.4277772
Ni (15)-MAl;0.9988748;0.6854207;0.42605814;0.592349;-0.8498367;-0.006748435;0.10666236;-0.055109132;0.064859726;-0.616322
Ni (7)-MAl;0.009045173;-0.16767661;-0.6809673;1.1901067;0.34472886;0.27900264;0.7713213;-0.18578684;-0.27777544;-0.6560724
Ni/MgAl;-2.775417;-0.8144552;1.002762;0.8488564;-1.1558326;0.090297356;0.2897554;-0.003426978;0.3130988;0.12084284
Ni-Si;0.78677016;-1.1693097;-0.9898893;0.25293803;0.42791197;0.1589624;-0.7044625;-0.54696923;-0.025181526;-0.08371066
Ni-Si-CNF;1.1381011;-1.5320606;-0.76051164;-0.57269895;0.35574841;-0.5258886;-0.11324315;0.47272947;-0.15066943;-0.2454439
Ni-SiCe;1.5274981;-1.0596768;-0.78339046;-0.30797514;0.1046724;-0.64924383;-0.12591273;0.6523547;-0.25127026;-0.19023655
Ni(10)/CZ;-1.7417825;0.09888307;0.37757793;0.58928853;-1.1513593;-0.58721465;-0.12909818;0.57178146;0.38331217;-1.3887849
Ni(12.5)/Ce(3)-ZA;0.31170562;0.7773533;0.30549544;-0.01526593;-0.41342756;0.16245013;-0.012442459;-0.1574472;0.43357876;-0.82201856
Ni(12.5)/Ce(5)-ZA;0.50586426;0.7099648;0.24884807;0.13348684;-0.25816172;0.17975262;0.18881407;-0.091972016;0.34343046;-0.87338716
Ni(12.5)/Ce(7)-ZA;0.44248405;0.65065444;0.27486703;0.15161054;-0.17449582;0.15402122;0.23701134;-0.12683252;0.29781494;-0.8651958
Ni(12.5)/ZA;-0.665704;0.81505066;0.34385306;-0.48428652;-0.8909051;-0.0657956;0.101505004;-0.18543729;0.62934166;-1.2928803
Ni(15)/perlite;-0.40042463;0.63944495;0.43912357;-0.19987302;-0.7717651;0.64784116;-0.01056704;-0.19069305;0.626642;-1.0636169
Ni-2;0.73927367;0.08283885;0.73303795;0.92145735;0.44792485;-0.5070794;-1.0145179;-0.95556813;0.8774964;-0.11786817
Ni-2.5Al-7.5Mn/ZrO2;0.5671858;0.53953564;1.1953926;-0.63092697;0.8018964;-0.06914251;-0.5714177;-0.034359172;0.18037997;-0.76681507
Ni-4;0.108193114;-0.10368843;0.74093455;1.1692235;0.9015469;-0.09327163;-1.5048136;-1.3275506;0.26466015;-0.4377322
Ni-5Al-5Mn/ZrO2;0.7170491;0.4725174;0.4525178;-0.171433;0.20821486;-0.30936238;-0.5720489;-0.2979192;-0.13031241;-0.5245888
Ni-5Al/ZrO2;0.56249076;0.49940383;-0.4884262;0.61473805;0.3088579;0.029194886;-0.5027086;-0.3233788;-0.39047763;0.11293267
Ni-5Mn/ZrO2;-0.07730684;0.2846919;-0.004622918;0.35578752;0.5880985;-0.37702194;-0.35106272;-0.56131613;-0.28402677;0.054700267
Ni-6;0.4500685;-0.7075828;0.7931302;1.0639342;1.0429971;-0.053110924;-1.1920797;-1.2013981;-0.17489794;-0.42456612
Ni-7.5Al-2.5Mn/ZrO2;0.44172144;0.4016021;1.2404398;-0.58826107;0.6529133;-0.19227597;-0.54433316;0.019702416;-0.13412695;-0.44442078
Ni-8;1.0506442;-0.93190145;0.69566923;0.9286051;0.71870697;-0.13755094;-1.0467247;-0.5444717;0.17027414;-0.48926136
Ni-ACS-Dop;1.7173104;-0.72522354;-0.06832835;0.528113;0.4734333;0.289794;-0.37817478;0.556774;-0.03792913;-0.01538428
Ni-ACS-Iex;1.9152635;-1.3837854;0.32152689;0.03236364;0.33965144;-0.19665025;0.22414868;0.54896456;-0.03851218;0.09732242
Ni-ACS-Im;1.9152635;-1.3837854;0.32152689;0.03236364;0.33965144;-0.19665025;0.22414868;0.54896456;-0.03851218;0.09732242
Ni-Al Pol;1.323799;-1.4256222;0.5001263;0.75773716;0.42746025;0.6223691;0.089380026;-0.75406605;0.29191658;-0.0963205
Ni-Al Srf;0.78677016;-1.1693097;-0.9898893;0.25293803;0.42791197;0.1589624;-0.7044625;-0.54696923;-0.025181526;-0.08371066
Ni-Al/Fe-clay;2.0430744;-1.2185876;0.96888393;0.3030522;0.46539533;-0.31240058;-0.16608268;0.5055878;0.09906197;-0.24241662
Ni-AlO/BN;1.8156018;-0.910085;-0.42396054;0.7708412;0.5888747;0.16757071;0.08460729;0.082392275;-0.077422366;-0.031008897
Ni-BEA-c;1.802639;-1.0441248;0.50488406;0.4536739;-0.29562238;0.15037459;-0.08082416;0.07417578;0.15914138;0.43620333
Ni-Ce;-0.68862766;-1.2832539;0.17752928;1.439931;0.07152083;0.6381207;-1.0733415;0.65474343;0.08462058;-0.03796874
Ni-Ce Pol;-0.056719538;-1.5914971;-0.09246415;1.2276814;1.5124996;1.1245714;-0.095142856;-0.057983324;-0.24761413;0.056616772
Ni-Ce Srf;-0.13950805;-1.3765334;-0.9598483;0.65556395;0.5787364;-0.123943284;-0.6100688;0.2896638;-0.18605144;-0.46389198
Ni-Ce-Ar;1.4277722;-0.77260065;0.22400692;1.0234398;0.17954533;0.5652738;-0.23009233;0.07522187;-0.28694457;0.25268862
Ni-Ce-CO2;-0.17525388;-0.29350892;-0.6522587;0.79833037;0.6798072;0.43128997;-1.0265982;0.33826107;-0.11122978;0.5699484
Ni-Ce-H2;0.65578;-0.17610382;0.3388441;0.9700427;0.1368456;0.2365211;-0.75689024;-0.37055412;-0.022156114;0.13353966
Ni-Ce-O2;0.7510467;-0.19984107;-0.83559495;1.0626789;0.7216934;0.48871407;-0.50342953;0.14847423;-0.31847546;0.56122625
Ni-Ce5- 1/SiO2;0.71521306;0.37928575;0.30955723;-0.35560212;0.38006186;0.08658437;-0.8821683;0.26409382;-0.16151552;-0.026110178
Ni-Ce5- 2/SiO2;0.5880173;0.45934683;-0.04182982;-0.42264143;0.16717201;-0.108369656;-1.0664405;0.18115139;0.12874097;-0.03247264
Ni-Ce5- 3/SiO2;0.3252906;0.5751983;0.015835475;-0.44530588;0.16964035;-0.17107506;-1.1982386;0.009689235;0.22785519;-0.12781788
Ni-CeO2/SiO2;0.7073649;0.72960085;-0.7106551;-0.25285026;0.15284435;0.09530821;-0.80093;0.43818542;0.14947236;0.19928995
Ni-DHT;1.1293554;-1.0374808;0.9816967;1.5333796;0.22093552;-0.35937312;-0.5499202;-0.31845772;0.13453038;-0.30581543
Ni-DLH;1.1293552;-1.037481;0.981696;1.5333797;0.22093564;-0.35937336;-0.5499195;-0.31845778;0.13453117;-0.30581498
Ni-DML-160-1-1;2.124169;-0.29092094;1.185911;0.31370077;0.026052587;0.07131759;-0.3997683;-0.1568666;0.21236987;0.3036555
Ni-DML-160-2-1;1.8302963;-0.090357624;1.3624316;0.38315997;0.062828526;-0.16620576;-0.55108684;-0.22554998;0.38037884;0.13545825
Ni-DML-160-3-1;1.910979;-0.15436547;1.3606896;0.32044354;0.24033391;-0.22271697;-0.43173152;-0.24487406;0.16161048;0.12669401
Ni-DML-160-4-0.25;1.7264165;0.24448745;1.3438644;-0.13615385;0.59998256;-0.044349574;-0.5040939;-0.39402738;0.061428394;-0.04570904
Ni-DML-160-4-0.5;2.0221965;0.04021709;1.2520294;0.020376598;0.39629233;-0.055069458;-0.43900663;-0.3123679;-0.0519604;-0.07535834
Ni-GRF;1.8232309;-0.97082835;0.22372566;0.8841515;0.6346936;-0.08595412;-0.4043351;-0.000374938;0.180285;-0.22619283
Ni-IMP;2.0428987;-1.561289;0.76079965;0.3567709;0.56212693;0.182209;0.64213777;-0.06702385;-0.06548049;0.031559013
Ni-K/MgAl2O4;1.0545219;0.70593303;-0.23902634;0.2230144;0.33725208;-0.32295159;-0.023210926;-0.1398066;-0.17349015;0.14162591
Ni-La-Imp;2.2608254;-1.1474562;0.9135296;0.29226664;-0.018949585;0.087739505;0.23214005;0.005234951;0.2152439;0.10547389
Ni-La-Imp-P;2.4736183;-1.2666212;0.87519825;-0.017385077;0.31692424;-0.20661353;0.35593393;0.25804913;0.2158736;0.085707225
Ni-La-Sol;2.0571432;-1.076861;0.09202064;0.49846444;0.3223718;0.29963186;-0.16563289;-0.09730528;0.06925693;0.17768446
Ni-La-Sol-P;2.3417346;-1.258122;0.43297148;0.0909166;0.6206545;0.088071644;-0.12913953;0.03179955;0.012541981;0.07239353
Ni-La/Fe-clay;2.0675232;-1.2268314;0.97500926;0.27721012;0.48726547;-0.31623313;-0.16875184;0.5059404;0.084736675;-0.25402743
Ni-LaCe 1:1;-0.6613224;-1.0963073;1.2838326;0.663607;-0.0388392;-0.23002207;-0.5256023;-0.23422053;-0.9552084;0.48351118
Ni-LaCe 1:4;0.1024524;-0.046808336;1.3758136;0.2717294;-0.1755645;-0.60748804;-0.5306739;-0.61471504;-0.6038946;0.42189023
Ni-MCM-41;0.85007983;-0.019962624;0.8446842;0.3251817;-0.57517207;-0.19680837;-0.49112347;-0.33776605;-0.44777006;0.5234271
Ni-MK-700C;1.9693382;-1.2788771;0.4604679;0.5293549;0.78354836;-0.1390132;-0.21539156;-0.061305337;-0.1280292;-0.38751206
Ni-MK-800C;1.8217559;-1.3719436;0.30737132;0.7790577;0.80686504;-0.012892797;-0.18206097;-0.13055156;-0.008900507;-0.22051477
Ni-MK-900C;1.9786248;-1.3255684;0.4667224;0.643015;0.81007653;-0.1205615;-0.2784163;0.031174738;0.01598177;-0.40286627
Ni-MWW;1.1292602;-1.0320811;0.9816343;1.521709;0.21148038;-0.36555737;-0.55257976;-0.3185245;0.12464764;-0.3091136
Ni-MgAl;1.1292602;-1.0320811;0.9816343;1.521709;0.21148038;-0.36555737;-0.55257976;-0.3185245;0.12464764;-0.3091136
Ni-PS-Ce0.8Zr0.2O2;1.2204762;-0.3356515;0.54442114;-0.6987961;0.9831882;0.012659588;0.40638945;0.2511161;-0.052643903;0.3262636
Ni-PS-Ce0.95Zr0.05O2;1.1133814;-0.5641157;0.44297302;-0.778026;1.0269792;0.19832581;0.28733295;0.17398366;-0.39646202;0.076685935
Ni-PS-Ce0.9Zr0.1O2;0.93710625;-0.767734;0.6686489;-0.52509433;1.0652322;0.22478774;0.06988801;0.12758903;-0.0692564;0.2556755
Ni-PS-CeO2;1.6558216;-0.69582796;-0.22190362;-0.20953703;0.37929854;0.13107091;0.1942612;0.18057063;-0.23806243;0.3832657
