Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.4,750.0,10.0,100.0,6.3,0.3,151.0,883.0,9.0,60000.0,58.37,59.18,0.88,1.3561693,-1.0803285,0.23650411,-0.41851413,-0.32266867,0.09327618,0.24442044,-0.5078965,-0.45971325,0.05824259
0.4,750.0,10.0,20.0,6.3,0.3,151.0,883.0,9.0,60000.0,62.0,59.16,0.88,1.3561693,-1.0803285,0.23650411,-0.41851413,-0.32266867,0.09327618,0.24442044,-0.5078965,-0.45971325,0.05824259
0.4,750.0,10.0,80.0,6.3,0.3,151.0,883.0,9.0,60000.0,59.59,59.18,0.89,1.3561693,-1.0803285,0.23650411,-0.41851413,-0.32266867,0.09327618,0.24442044,-0.5078965,-0.45971325,0.05824259
0.4,750.0,10.0,40.0,6.3,0.3,151.0,883.0,9.0,60000.0,61.63,61.63,0.89,1.3561693,-1.0803285,0.23650411,-0.41851413,-0.32266867,0.09327618,0.24442044,-0.5078965,-0.45971325,0.05824259
0.4,750.0,10.0,60.0,6.3,0.3,151.0,883.0,9.0,60000.0,60.82,61.0,0.89,1.3561693,-1.0803285,0.23650411,-0.41851413,-0.32266867,0.09327618,0.24442044,-0.5078965,-0.45971325,0.05824259
0.4,750.0,10.0,10.0,6.3,0.3,151.0,883.0,9.0,60000.0,62.32,61.05,0.87,1.3561693,-1.0803285,0.23650411,-0.41851413,-0.32266867,0.09327618,0.24442044,-0.5078965,-0.45971325,0.05824259
0.5,600.0,4.7,50.0,6.8,0.52,137.0,760.0,13.05,72000.0,11.6,21.6,0.52,1.5106725,1.2290275,-0.43799472,-0.034890648,0.35484087,-0.1862875,0.31253594,0.153144,0.62302446,0.11074848
0.5,700.0,4.7,50.0,6.8,0.52,137.0,760.0,13.05,72000.0,55.6,71.5,0.67,1.5106725,1.2290275,-0.43799472,-0.034890648,0.35484087,-0.1862875,0.31253594,0.153144,0.62302446,0.11074848
0.5,800.0,4.7,50.0,6.8,0.52,137.0,760.0,13.05,72000.0,87.8,91.2,0.81,1.5106725,1.2290275,-0.43799472,-0.034890648,0.35484087,-0.1862875,0.31253594,0.153144,0.62302446,0.11074848
0.15,800.0,4.09,120.0,19.7,0.7,129.9,790.0,3.3,108000.0,84.9,89.0,1.0,1.1236607,0.8400829,0.44890848,0.41312337,-0.033244755,-0.080481105,-0.10535231,0.042435516,0.39620516,-0.25498968
0.15,800.0,4.09,60.0,19.7,0.7,129.9,790.0,3.3,108000.0,84.2,90.0,1.0,1.1236607,0.8400829,0.44890848,0.41312337,-0.033244755,-0.080481105,-0.10535231,0.042435516,0.39620516,-0.25498968
0.5,750.0,10.0,10.0,6.6,0.3,215.6,697.0,14.2,36000.0,71.83,79.8,0.81,1.9171528,-0.6994003,0.707031,-0.6564793,-0.4116721,-0.04463673,0.36269525,0.028178787,-0.014316556,0.12680976
0.5,700.0,9.0,48.0,7.0,0.6,315.1,647.0,7.0,24000.0,75.0,85.29,0.91,1.8622041,-0.31225762,0.32993194,-0.25616315,0.15095164,-0.04058306,-0.0021301906,0.14350837,-0.47655815,0.019011414
0.5,700.0,9.0,36.0,7.0,0.6,315.1,647.0,7.0,24000.0,78.29,84.43,0.9,1.8622041,-0.31225762,0.32993194,-0.25616315,0.15095164,-0.04058306,-0.0021301906,0.14350837,-0.47655815,0.019011414
0.5,700.0,9.0,24.0,7.0,0.6,315.1,647.0,7.0,24000.0,81.66,84.12,0.88,1.8622041,-0.31225762,0.32993194,-0.25616315,0.15095164,-0.04058306,-0.0021301906,0.14350837,-0.47655815,0.019011414
0.5,700.0,9.0,12.0,7.0,0.6,315.1,647.0,7.0,24000.0,84.29,83.58,0.86,1.8622041,-0.31225762,0.32993194,-0.25616315,0.15095164,-0.04058306,-0.0021301906,0.14350837,-0.47655815,0.019011414
0.2,650.0,3.1,6.0,3.6,0.62,504.0,452.0,4.1,24000.0,,,0.97,0.9335881,0.6561039,-0.07295195,-0.5468439,-0.40426335,0.044079464,-0.10356993,0.09847391,0.013147874,-0.08224724
0.2,700.0,26.9,12.0,4.942,0.528,347.0,412.0,57.0,30000.0,71.0,74.0,0.93,1.2145737,0.1974796,0.5702289,0.6343796,-0.45248875,-0.1929843,0.49540067,0.29677817,0.055740558,0.35272372
0.2,700.0,27.9,12.0,6.78,0.49,237.0,416.0,55.0,30000.0,63.0,68.0,0.9,-0.916214,0.6446189,0.39774328,0.6062995,-0.60684484,-0.40028548,-0.096172966,0.22853474,-0.063411884,0.6297571
0.2,650.0,10.0,48.0,15.0,0.3,62.0,462.0,16.5,30000.0,39.088,48.99,0.79,1.5868154,-0.05510797,0.9953337,0.55862254,-0.4896742,-0.08129199,0.1694894,0.047185536,-0.12935196,-0.14094552
0.2,650.0,10.0,24.0,15.0,0.3,62.0,462.0,16.5,30000.0,39.414,51.88,0.72,1.5868154,-0.05510797,0.9953337,0.55862254,-0.4896742,-0.08129199,0.1694894,0.047185536,-0.12935196,-0.14094552
0.5,700.0,3.0,5.0,36.81,0.04,14.0,390.0,12.6,24000.0,51.43,57.24,0.87,0.19472596,1.0910912,0.15362453,0.057120167,-1.3386118,-0.17728446,0.56833047,-0.10687135,-0.21948382,0.30895883
0.5,700.0,3.0,5.0,41.87,0.03,12.0,400.0,11.6,24000.0,44.19,49.91,0.8,0.55552375,0.1550361,-0.815437,-0.3715548,-0.5939843,0.5246977,0.78362864,-0.44816676,-0.36602545,0.15923126
0.5,700.0,3.0,5.0,46.13,0.03,10.0,380.0,12.3,24000.0,27.81,33.91,0.59,-0.214106,0.4583591,-1.3133864,0.18862572,0.08949309,0.58923745,0.40561566,-0.5759911,-0.23600705,-0.14603472
0.333,700.0,3.0,10.0,13.5,0.473,131.0,802.0,15.9,18000.0,92.4,97.8,0.95,-0.12060186,0.9656732,0.8682647,-0.5888162,-0.048072502,-0.66783994,0.2833204,0.019201146,0.5040388,-0.3346118
0.5,800.0,3.0,15.0,5.31,0.13,98.0,650.0,4.9,15000.0,74.4,74.62,1.25,0.76283264,0.033445127,0.2221573,-0.8089511,-0.4936241,0.021218995,0.22893186,-0.018991686,-0.23485643,-0.26488358
0.5,800.0,3.0,15.0,5.31,0.13,98.0,650.0,4.9,15000.0,70.88,72.31,1.25,0.76283264,0.033445127,0.2221573,-0.8089511,-0.4936241,0.021218995,0.22893186,-0.018991686,-0.23485643,-0.26488358
0.5,600.0,10.0,0.5,7.58,0.8,422.9,595.0,13.8,12000.0,39.1,43.6,0.71,1.0762771,-0.20550917,0.4047145,-1.6350539,0.13804209,-0.059346575,-0.35751843,-0.16883829,-0.48622757,0.059062637
0.5,650.0,10.0,0.5,7.58,0.8,422.9,595.0,13.8,12000.0,53.7,58.1,0.79,1.0762771,-0.20550917,0.4047145,-1.6350539,0.13804209,-0.059346575,-0.35751843,-0.16883829,-0.48622757,0.059062637
0.5,500.0,10.0,0.5,7.58,0.8,422.9,595.0,13.8,12000.0,12.8,21.6,0.42,1.0762771,-0.20550917,0.4047145,-1.6350539,0.13804209,-0.059346575,-0.35751843,-0.16883829,-0.48622757,0.059062637
0.5,550.0,10.0,0.5,7.58,0.8,422.9,595.0,13.8,12000.0,26.8,31.3,0.58,1.0762771,-0.20550917,0.4047145,-1.6350539,0.13804209,-0.059346575,-0.35751843,-0.16883829,-0.48622757,0.059062637
0.5,700.0,10.0,0.5,7.58,0.8,422.9,595.0,13.8,12000.0,71.9,72.2,0.83,1.0762771,-0.20550917,0.4047145,-1.6350539,0.13804209,-0.059346575,-0.35751843,-0.16883829,-0.48622757,0.059062637
0.333,800.0,5.0,5.0,6.2,0.378,216.0,750.0,34.7,15000.0,60.3,55.2,0.206,0.59373033,0.033712886,0.5630534,-1.249956,-0.099651605,0.17725278,0.2345299,-0.09060152,-0.7453868,-0.0022419647
0.333,700.0,4.0,10.0,13.7,0.476,138.0,811.0,14.15,18000.0,70.7,80.8,0.83,-0.93634385,0.6679365,1.1949629,-0.67175114,0.018344706,-0.40713295,0.3231497,-0.16374037,0.5168513,-0.6854048
0.4,750.0,10.0,10.0,6.2,0.26,138.0,994.0,10.0,60000.0,51.58,50.32,0.86,1.1972464,-1.1078715,0.18265426,-0.4820449,0.045557123,0.1689877,0.2945794,-0.74662775,-0.57833785,-0.058569457
0.4,750.0,10.0,20.0,6.2,0.26,138.0,994.0,10.0,60000.0,51.26,50.0,0.88,1.1972464,-1.1078715,0.18265426,-0.4820449,0.045557123,0.1689877,0.2945794,-0.74662775,-0.57833785,-0.058569457
0.333,500.0,5.0,5.0,30.1,0.24,45.2,770.0,27.5,36000.0,8.1,11.675,0.364,-1.5901002,0.8173362,-1.5662165,0.8092774,0.5340537,0.34126392,-0.0057558795,-0.30024683,-0.32692006,-0.0720626
0.333,400.0,5.0,5.0,30.1,0.24,45.2,770.0,27.5,36000.0,2.4,0.51,0.165,-1.5901002,0.8173362,-1.5662165,0.8092774,0.5340537,0.34126392,-0.0057558795,-0.30024683,-0.32692006,-0.0720626
0.333,800.0,5.0,5.0,30.1,0.24,45.2,770.0,27.5,36000.0,63.33,62.94,0.93,-1.5901002,0.8173362,-1.5662165,0.8092774,0.5340537,0.34126392,-0.0057558795,-0.30024683,-0.32692006,-0.0720626
0.333,800.0,5.0,5.0,30.1,0.24,45.2,770.0,27.5,36000.0,91.429,92.893,0.95,-1.5901002,0.8173362,-1.5662165,0.8092774,0.5340537,0.34126392,-0.0057558795,-0.30024683,-0.32692006,-0.0720626
0.333,600.0,5.0,5.0,30.1,0.24,45.2,770.0,27.5,36000.0,26.67,37.056,0.52,-1.5901002,0.8173362,-1.5662165,0.8092774,0.5340537,0.34126392,-0.0057558795,-0.30024683,-0.32692006,-0.0720626
0.333,700.0,5.0,5.0,30.1,0.24,45.2,770.0,27.5,36000.0,43.81,61.4,0.69,-1.5901002,0.8173362,-1.5662165,0.8092774,0.5340537,0.34126392,-0.0057558795,-0.30024683,-0.32692006,-0.0720626
0.5,700.0,5.0,50.0,29.82,0.469,58.01,650.0,11.04,15000.0,70.0,76.0,,-0.1833023,0.36458212,-1.1085876,0.63216877,-0.3541278,0.41637844,1.1690497,0.019187672,-0.5471621,0.1438456
0.5,700.0,5.0,50.0,3.78,0.166,134.6,450.0,14.11,15000.0,53.0,,0.99,-0.558619,1.1432785,-1.1898558,0.8331069,-0.2041126,0.16445695,0.7101908,0.32311493,-0.20903091,0.13896134
0.5,700.0,5.0,50.0,35.3,0.455,55.5,650.0,8.44,15000.0,81.0,85.0,,-1.310268,0.06253546,-0.24922624,0.1344588,-0.3996646,0.5588921,0.5171033,-0.9158842,-0.40698418,-0.2564861
0.5,700.0,5.0,50.0,22.0,0.38,51.4,650.0,9.34,15000.0,76.0,85.0,,-1.3908858,0.48133808,-0.32268864,0.1289986,-0.50213754,0.31978342,0.69911313,-0.91177356,-0.41597414,-0.297222
0.5,700.0,5.0,50.0,4.22,0.189,133.1,450.0,13.28,15000.0,58.0,,0.93,-0.4361517,1.5887723,-0.5400299,0.43827948,-0.06854681,0.6053313,-0.53432935,0.706981,0.07909592,-0.20634049
0.5,700.0,5.0,50.0,4.19,0.166,111.34,540.0,15.59,15000.0,68.0,,0.93,0.65828776,1.5328985,-0.5678838,0.4490788,-0.19214882,0.04591573,0.14097771,0.41599283,0.13857096,-0.006524388
0.5,700.0,5.0,50.0,4.07,0.181,134.4,460.0,12.19,15000.0,70.0,,0.96,0.9065216,1.4880308,-0.3093691,0.22838949,-0.48016274,0.13885696,-0.0012398732,0.40988228,0.24766757,-0.1232947
0.15,800.0,4.68,120.0,20.9,0.69,128.7,786.0,6.3,108000.0,92.0,97.4,1.0,1.0135798,0.7633301,0.3776037,0.3199729,0.00060726784,-0.11477289,-0.15549591,-0.11292472,0.30343097,-0.2962017
0.15,800.0,4.68,60.0,20.9,0.69,128.7,786.0,6.3,108000.0,90.9,97.7,1.0,1.0135798,0.7633301,0.3776037,0.3199729,0.00060726784,-0.11477289,-0.15549591,-0.11292472,0.30343097,-0.2962017
0.5,750.0,10.0,10.0,4.1,0.3,4.0,700.0,14.6,36000.0,40.25,48.32,0.58,1.896555,-0.5287653,0.80480427,-0.69333905,-0.4295328,-0.016915452,0.27439594,-0.07856662,-0.074734196,0.197481
0.5,600.0,5.0,0.5,8.05,0.39,193.0,857.0,9.38,18000.0,36.6,46.1,0.76,1.6410894,0.8347219,-0.07796546,0.30796295,0.15253608,-0.059362747,0.25800094,0.108000554,0.03954221,-0.24059094
0.5,650.0,5.0,0.5,8.05,0.39,193.0,857.0,9.38,18000.0,52.0,64.4,0.83,1.6410894,0.8347219,-0.07796546,0.30796295,0.15253608,-0.059362747,0.25800094,0.108000554,0.03954221,-0.24059094
0.5,700.0,5.0,0.5,8.05,0.39,193.0,857.0,9.38,18000.0,66.0,76.4,0.88,1.6410894,0.8347219,-0.07796546,0.30796295,0.15253608,-0.059362747,0.25800094,0.108000554,0.03954221,-0.24059094
0.5,550.0,5.0,0.5,8.05,0.39,193.0,857.0,9.38,18000.0,24.7,29.2,0.69,1.6410894,0.8347219,-0.07796546,0.30796295,0.15253608,-0.059362747,0.25800094,0.108000554,0.03954221,-0.24059094
0.5,700.0,4.5,25.0,22.2,0.05,18.3,606.0,22.6,18000.0,55.91,62.366,0.746,1.2880439,1.2120006,-0.16520773,0.43117377,-0.32909307,-0.15917476,0.38008678,0.02247521,0.014861934,-0.09752237
0.5,700.0,4.5,50.0,22.2,0.05,18.3,606.0,22.6,18000.0,53.405,62.724,0.74,1.2880439,1.2120006,-0.16520773,0.43117377,-0.32909307,-0.15917476,0.38008678,0.02247521,0.014861934,-0.09752237
0.5,700.0,4.4,25.0,10.8,0.19,55.3,605.0,10.7,18000.0,65.59,75.27,0.79,1.481923,0.82717615,0.31117886,0.27348542,-0.09377299,0.24920557,0.3393555,-0.04052234,-0.0843138,-0.03028489
0.5,700.0,4.4,50.0,10.8,0.19,55.3,605.0,10.7,18000.0,65.233,74.55,0.79,1.481923,0.82717615,0.31117886,0.27348542,-0.09377299,0.24920557,0.3393555,-0.04052234,-0.0843138,-0.03028489
0.5,700.0,4.4,50.0,25.3,0.06,15.0,607.0,28.7,18000.0,40.86,54.84,0.684,-0.22049583,1.2148849,-0.9579565,-0.3295662,-0.96398973,-0.5436955,0.25482783,0.08535451,-0.088729165,-0.31051296
0.5,700.0,4.4,25.0,25.3,0.06,15.0,607.0,28.7,18000.0,44.1,58.423,0.7,-0.22049583,1.2148849,-0.9579565,-0.3295662,-0.96398973,-0.5436955,0.25482783,0.08535451,-0.088729165,-0.31051296
0.5,700.0,5.0,65.0,7.1,0.22,125.4,511.0,10.3,30000.0,72.0,67.0,,-0.25530043,1.466877,-0.37235498,0.19599098,-0.56183696,-0.37751672,0.8452882,0.21884134,0.18947692,0.12794788
0.5,700.0,5.0,65.0,11.3,0.22,76.7,511.0,7.9,30000.0,56.0,56.0,,-0.6418049,1.8483078,-0.019572815,0.023518702,-0.36215672,-0.08235904,0.06641261,-0.1550097,0.10975219,-0.43866134
0.5,700.0,5.0,65.0,13.7,0.03,8.7,593.0,18.9,30000.0,67.0,59.0,,-0.6418049,1.8483078,-0.019572815,0.023518702,-0.36215672,-0.08235904,0.06641261,-0.1550097,0.10975219,-0.43866134
0.5,700.0,5.0,65.0,9.9,0.2,81.3,511.0,6.1,30000.0,58.0,65.0,,-0.6647261,1.8648922,-0.42245638,-0.016112473,-0.35134694,-0.06996109,0.23329988,-0.20175433,0.122072555,-0.55992043
0.5,600.0,5.0,0.5,8.7,0.47,173.0,538.0,7.0,12000.0,42.18,29.54,0.76,-0.08385563,1.7557579,-0.5719879,0.45714086,-0.63901067,-0.3508002,0.42758983,0.16284432,0.056687023,-0.052888166
0.5,550.0,5.0,0.5,8.7,0.47,173.0,538.0,7.0,12000.0,28.18,31.93,0.71,-0.08385563,1.7557579,-0.5719879,0.45714086,-0.63901067,-0.3508002,0.42758983,0.16284432,0.056687023,-0.052888166
0.5,700.0,5.0,0.5,8.7,0.47,173.0,538.0,7.0,12000.0,75.91,83.67,0.9,-0.08385563,1.7557579,-0.5719879,0.45714086,-0.63901067,-0.3508002,0.42758983,0.16284432,0.056687023,-0.052888166
0.5,650.0,5.0,0.5,8.7,0.47,173.0,538.0,7.0,12000.0,58.73,69.63,0.85,-0.08385563,1.7557579,-0.5719879,0.45714086,-0.63901067,-0.3508002,0.42758983,0.16284432,0.056687023,-0.052888166
0.5,800.0,5.0,6.7,2.48,0.49,898.0,522.0,32.5,2100.0,63.25,73.25,0.9,-0.8748527,0.71705407,0.7779315,0.55182934,-0.59697884,0.24011026,0.19780248,-0.04737668,-0.9927584,0.43591338
0.5,550.0,5.0,0.5,8.3,0.46,169.0,510.0,11.0,12000.0,22.46,41.83,0.77,0.28991747,1.7618685,0.021606436,0.17342761,0.037284937,0.03764855,0.26002267,0.24241029,0.009584066,-0.06237859
0.5,650.0,5.0,0.5,8.3,0.46,169.0,510.0,11.0,12000.0,54.64,69.91,0.87,0.28991747,1.7618685,0.021606436,0.17342761,0.037284937,0.03764855,0.26002267,0.24241029,0.009584066,-0.06237859
0.5,700.0,5.0,0.5,8.3,0.46,169.0,510.0,11.0,12000.0,70.18,83.95,0.92,0.28991747,1.7618685,0.021606436,0.17342761,0.037284937,0.03764855,0.26002267,0.24241029,0.009584066,-0.06237859
0.5,600.0,5.0,0.5,8.3,0.46,169.0,510.0,11.0,12000.0,34.73,63.61,0.81,0.28991747,1.7618685,0.021606436,0.17342761,0.037284937,0.03764855,0.26002267,0.24241029,0.009584066,-0.06237859
0.5,550.0,5.0,0.5,8.3,0.43,154.0,500.0,8.5,12000.0,23.82,42.11,0.76,-0.56869495,1.9613953,-0.09344079,0.44746724,0.11411841,0.05815825,-0.0873213,0.49958873,-0.07725892,-0.2370464
0.5,650.0,5.0,0.5,8.3,0.43,154.0,500.0,8.5,12000.0,56.0,69.63,0.87,-0.56869495,1.9613953,-0.09344079,0.44746724,0.11411841,0.05815825,-0.0873213,0.49958873,-0.07725892,-0.2370464
0.5,700.0,5.0,0.5,8.3,0.43,154.0,500.0,8.5,12000.0,66.36,83.12,0.94,-0.56869495,1.9613953,-0.09344079,0.44746724,0.11411841,0.05815825,-0.0873213,0.49958873,-0.07725892,-0.2370464
0.5,600.0,5.0,0.5,8.3,0.43,154.0,500.0,8.5,12000.0,39.36,56.15,0.8,-0.56869495,1.9613953,-0.09344079,0.44746724,0.11411841,0.05815825,-0.0873213,0.49958873,-0.07725892,-0.2370464
0.5,700.0,5.0,0.5,8.4,0.42,155.0,606.0,7.0,12000.0,76.0,90.28,0.92,-0.0037826109,1.4706961,-0.95850164,0.7384664,0.1842184,-0.18153948,0.40638515,-0.13369347,-0.0012352102,-0.20559753
0.5,600.0,5.0,0.5,8.4,0.42,155.0,606.0,7.0,12000.0,42.36,56.15,0.81,-0.0037826109,1.4706961,-0.95850164,0.7384664,0.1842184,-0.18153948,0.40638515,-0.13369347,-0.0012352102,-0.20559753
0.5,550.0,5.0,0.5,8.4,0.42,155.0,606.0,7.0,12000.0,26.82,42.11,0.74,-0.0037826109,1.4706961,-0.95850164,0.7384664,0.1842184,-0.18153948,0.40638515,-0.13369347,-0.0012352102,-0.20559753
0.5,650.0,5.0,0.5,8.4,0.42,155.0,606.0,7.0,12000.0,58.73,78.99,0.88,-0.0037826109,1.4706961,-0.95850164,0.7384664,0.1842184,-0.18153948,0.40638515,-0.13369347,-0.0012352102,-0.20559753
0.5,600.0,5.8,10.0,13.2,0.23,71.5,447.4,10.0,12000.0,44.7,48.0,0.694,-0.26457894,0.5661929,-1.5814772,-0.93060917,-0.072897166,0.8459831,-0.034377392,-0.6413918,-0.2109349,-0.040856835
0.25,800.0,10.0,10.0,25.1,0.242,119.0,780.0,8.1,48000.0,86.25,90.9,0.944,1.582365,0.4684249,0.22577728,0.17841333,0.78810436,-0.09301974,0.25210714,0.37265447,0.012603506,-0.18969968
0.25,800.0,10.0,10.0,25.1,0.28,123.1,780.0,8.2,48000.0,86.88,93.9,0.944,1.582365,0.4684249,0.22577728,0.17841333,0.78810436,-0.09301974,0.25210714,0.37265447,0.012603506,-0.18969968
0.2,650.0,10.0,48.0,15.0,0.3,54.0,465.0,24.0,30000.0,38.436,47.246,0.55,1.6248951,-0.10843311,0.9317069,0.7243873,-0.15842764,-0.016563449,-0.048198033,0.09855497,-0.42974684,-0.2950346
0.2,650.0,10.0,24.0,15.0,0.3,54.0,465.0,24.0,30000.0,35.831,44.93,0.565,1.6248951,-0.10843311,0.9317069,0.7243873,-0.15842764,-0.016563449,-0.048198033,0.09855497,-0.42974684,-0.2950346
0.167,800.0,10.0,8.0,11.208,0.023,18.8,430.0,35.6,4662.0,96.36,93.38,1.61,-0.550602,1.1454991,-1.1956607,0.8364081,-0.21817528,0.15682513,0.7234282,0.31836662,-0.195903,0.13908039
0.333,700.0,10.0,20.0,7.2,0.189,286.0,624.4,20.9,144000.0,13.0,22.0,0.62,0.7276121,0.3755606,-0.55780655,-0.4167776,-0.6485793,0.26199615,0.066930376,-0.14556114,-0.44890544,0.15468119
0.333,700.0,10.0,0.5,7.2,0.189,286.0,624.4,20.9,144000.0,24.0,37.0,0.55,0.7276121,0.3755606,-0.55780655,-0.4167776,-0.6485793,0.26199615,0.066930376,-0.14556114,-0.44890544,0.15468119
0.333,700.0,10.0,0.5,7.7,0.372,600.0,624.4,16.6,144000.0,35.0,54.0,0.526,1.2031294,0.95078784,-0.09807663,0.45102495,-0.09872927,0.26033568,0.40254787,0.007280718,-0.5789107,0.03561941
0.333,700.0,10.0,20.0,7.7,0.372,600.0,624.4,16.6,144000.0,23.0,34.0,0.566,1.2031294,0.95078784,-0.09807663,0.45102495,-0.09872927,0.26033568,0.40254787,0.007280718,-0.5789107,0.03561941
0.25,750.0,5.0,72.0,2.33,0.67,766.0,633.0,7.6,50000.0,55.0,0.44,,0.5092166,0.41474816,1.4411216,0.28087935,-0.84594214,-0.22734974,0.39357388,-0.056631166,-0.5836018,0.5410911
0.25,750.0,5.0,72.0,6.32,0.98,536.0,626.0,9.2,50000.0,77.0,0.88,,1.9814126,0.016462123,0.63685733,-0.30381846,-0.4016713,0.016508037,0.24265316,-0.039124917,-0.4788881,0.03946374
0.333,750.0,4.8,12.0,5.795,0.63,550.0,365.0,10.9,60000.0,47.33,67.04,0.728,1.9814126,0.016462123,0.63685733,-0.30381846,-0.4016713,0.016508037,0.24265316,-0.039124917,-0.4788881,0.03946374
0.333,750.0,4.8,24.0,5.8,0.63,550.0,365.0,10.9,60000.0,43.677,67.04,0.707,1.9814126,0.016462123,0.63685733,-0.30381846,-0.4016713,0.016508037,0.24265316,-0.039124917,-0.4788881,0.03946374
0.3,700.0,5.7,20.0,5.91,0.75,540.2,295.0,11.8,20000.0,74.3,76.8,0.9,1.2962403,0.21476708,0.5798897,-0.61872524,0.3507317,-0.046777897,-0.20723023,0.27253097,-0.2698444,-0.2187759
0.3,700.0,5.7,60.0,5.91,0.75,540.2,295.0,11.8,20000.0,68.4,75.5,0.89,1.2962403,0.21476708,0.5798897,-0.61872524,0.3507317,-0.046777897,-0.20723023,0.27253097,-0.2698444,-0.2187759
0.3,700.0,5.7,80.0,5.91,0.75,540.2,295.0,11.8,20000.0,66.8,74.5,0.89,1.2962403,0.21476708,0.5798897,-0.61872524,0.3507317,-0.046777897,-0.20723023,0.27253097,-0.2698444,-0.2187759
0.3,700.0,5.7,40.0,5.91,0.75,540.2,295.0,11.8,20000.0,71.1,76.6,0.9,1.2962403,0.21476708,0.5798897,-0.61872524,0.3507317,-0.046777897,-0.20723023,0.27253097,-0.2698444,-0.2187759
0.429,700.0,5.0,7.5,15.6,0.16,37.9,509.0,5.8,42000.0,57.3,64.0,0.87,0.78578985,0.8723359,1.290032,-0.4358407,0.3619889,-0.27119955,-0.45195875,-0.172402,-0.16347338,-0.14122798
0.3,700.0,5.3,80.0,5.68,0.67,500.9,464.0,11.5,20000.0,71.2,77.0,0.9,1.1564467,0.59176886,0.56927115,-0.632251,0.39141285,0.13324451,-0.10035247,0.21060778,-0.40215653,-0.44826072
0.3,700.0,5.3,20.0,5.68,0.67,500.9,464.0,11.5,20000.0,72.4,77.5,0.91,1.1564467,0.59176886,0.56927115,-0.632251,0.39141285,0.13324451,-0.10035247,0.21060778,-0.40215653,-0.44826072
0.3,700.0,5.3,40.0,5.68,0.67,500.9,464.0,11.5,20000.0,73.0,77.2,0.9,1.1564467,0.59176886,0.56927115,-0.632251,0.39141285,0.13324451,-0.10035247,0.21060778,-0.40215653,-0.44826072
0.3,700.0,5.3,60.0,5.68,0.67,500.9,464.0,11.5,20000.0,70.9,76.9,0.9,1.1564467,0.59176886,0.56927115,-0.632251,0.39141285,0.13324451,-0.10035247,0.21060778,-0.40215653,-0.44826072
0.33,700.0,5.0,25.0,7.9,0.72,175.5,700.0,7.9,36000.0,77.0,68.54,0.846,-0.22403036,0.7662895,-0.22751263,0.28993067,-0.8171978,1.0152243,0.81966245,0.19101676,-0.544034,0.13219705
0.33,700.0,5.0,50.0,7.9,0.72,175.5,700.0,7.9,36000.0,70.0,65.0,0.792,-0.22403036,0.7662895,-0.22751263,0.28993067,-0.8171978,1.0152243,0.81966245,0.19101676,-0.544034,0.13219705
0.5,800.0,5.0,15.0,5.42,0.12,86.0,650.0,6.8,15000.0,85.93,84.51,0.76,0.91588056,0.106995195,0.16576008,-0.70584655,-0.48203713,0.23095267,0.19468346,-0.11408951,-0.39735886,-0.23636188
0.5,800.0,5.0,15.0,5.42,0.12,86.0,650.0,6.8,15000.0,86.04,84.51,0.78,0.91588056,0.106995195,0.16576008,-0.70584655,-0.48203713,0.23095267,0.19468346,-0.11408951,-0.39735886,-0.23636188
0.33,700.0,5.0,40.0,7.1,0.77,129.3,544.0,7.1,36000.0,80.0,84.912,0.963,1.2138864,0.41589645,-0.08931481,0.95182145,-0.3364838,0.22020383,0.34315965,0.3825751,-0.5509001,0.10507249
0.33,700.0,5.0,80.0,7.1,0.77,129.3,544.0,7.1,36000.0,79.53,85.848,0.94,1.2138864,0.41589645,-0.08931481,0.95182145,-0.3364838,0.22020383,0.34315965,0.3825751,-0.5509001,0.10507249
0.5,700.0,6.1,50.0,27.4,0.17,23.0,535.0,13.8,60000.0,43.8,54.3,0.8,0.28225905,1.203725,-0.26244903,0.35307196,-0.36240584,-0.41424045,0.53121066,0.0075148125,-0.13261043,-0.35491684
0.5,750.0,4.99,48.0,26.8,0.06,22.0,603.0,15.1,18000.0,69.14,79.3,0.83,0.21616517,1.1739224,-0.36248955,0.3095027,-0.3991356,0.11971669,0.22630702,0.07014807,-0.08547464,-0.50935096
0.5,750.0,4.99,36.0,26.8,0.06,22.0,603.0,15.1,18000.0,69.92,75.78,0.87,0.21616517,1.1739224,-0.36248955,0.3095027,-0.3991356,0.11971669,0.22630702,0.07014807,-0.08547464,-0.50935096
0.5,750.0,4.99,24.0,26.8,0.06,22.0,603.0,15.1,18000.0,69.14,78.9,0.9,0.21616517,1.1739224,-0.36248955,0.3095027,-0.3991356,0.11971669,0.22630702,0.07014807,-0.08547464,-0.50935096
0.5,750.0,4.99,5.0,26.8,0.06,22.0,603.0,15.1,18000.0,73.9,79.92,0.93,0.21616517,1.1739224,-0.36248955,0.3095027,-0.3991356,0.11971669,0.22630702,0.07014807,-0.08547464,-0.50935096
0.5,750.0,4.99,12.0,26.8,0.06,22.0,603.0,15.1,18000.0,72.66,76.95,0.9,0.21616517,1.1739224,-0.36248955,0.3095027,-0.3991356,0.11971669,0.22630702,0.07014807,-0.08547464,-0.50935096
