Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.5,750.0,4.0,8.0,2.4,0.0,184.5,400.0,8.9,36000.0,72.8,80.1,0.82,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.33,750.0,5.03,100.0,5.2,0.74,540.2,605.0,2.3,60000.0,90.0,85.0,1.25,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.45,800.0,10.59,1.0,5.2,0.42,207.0,400.0,3.8,36000.0,92.7,93.4,0.93,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.45,700.0,10.59,30.0,5.2,0.42,207.0,400.0,3.8,36000.0,75.0,81.0,0.84,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.33,600.0,4.28,24.0,4.7,0.45,481.9,400.0,2.1,60000.0,35.0,38.0,0.77,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.5,750.0,10.0,20.0,8.8,0.56,256.6,570.0,10.01,60000.0,82.0,87.0,0.9,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.45,750.0,10.59,1.0,5.2,0.42,207.0,400.0,3.8,36000.0,86.1,89.0,0.91,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.5,750.0,10.0,20.0,8.9,0.6,236.9,370.0,16.54,60000.0,56.0,59.0,0.5,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.5,750.0,10.0,20.0,9.1,0.57,248.1,570.0,11.58,60000.0,82.0,87.0,0.9,-0.94915754,-1.0596262,-1.8583099,-0.70840573,-0.8081361,0.6739172,-0.23433544,-0.16732202,0.18604179,0.3564956
0.33,750.0,3.2,1.0,6.2,1.1,778.0,693.0,6.7,36000.0,39.0,85.0,0.77,-1.0909932,-1.4583277,-1.0535444,-0.4714846,-0.15677883,-0.930648,-0.20714077,0.621984,-0.08058551,-0.32952997
0.33,700.0,3.2,1.0,6.2,1.1,778.0,693.0,6.7,36000.0,37.0,76.0,0.65,-1.0909932,-1.4583277,-1.0535444,-0.4714846,-0.15677883,-0.930648,-0.20714077,0.621984,-0.08058551,-0.32952997
0.33,800.0,3.2,1.0,6.2,1.1,778.0,693.0,6.7,36000.0,46.0,90.0,0.81,-1.0909932,-1.4583277,-1.0535444,-0.4714846,-0.15677883,-0.930648,-0.20714077,0.621984,-0.08058551,-0.32952997
0.33,650.0,3.2,1.0,6.2,1.1,778.0,693.0,6.7,36000.0,35.0,65.5,0.62,-1.0909932,-1.4583277,-1.0535444,-0.4714846,-0.15677883,-0.930648,-0.20714077,0.621984,-0.08058551,-0.32952997
0.33,600.0,3.2,1.0,6.2,1.1,778.0,693.0,6.7,36000.0,29.0,59.5,0.61,-1.0909932,-1.4583277,-1.0535444,-0.4714846,-0.15677883,-0.930648,-0.20714077,0.621984,-0.08058551,-0.32952997
0.33,850.0,3.2,1.0,6.2,1.1,778.0,693.0,6.7,36000.0,51.0,92.0,0.88,-1.0909932,-1.4583277,-1.0535444,-0.4714846,-0.15677883,-0.930648,-0.20714077,0.621984,-0.08058551,-0.32952997
0.5,700.0,7.0,45.0,4.895,0.202,96.847,500.0,8.4,15000.0,74.0,83.0,0.78,-1.4625487,-1.5167981,-0.2626859,-0.42723104,-0.28183293,-0.5083199,-0.6155094,0.4382668,-0.6481172,0.14242075
0.5,700.0,7.0,45.0,4.897,0.173,97.41,500.0,7.3,15000.0,79.0,85.0,0.77,-1.5149281,-1.3351711,0.24105425,-0.71185446,0.32758993,-0.5152448,-0.8076477,0.23394698,-0.48791942,-0.002838312
0.5,700.0,7.0,45.0,5.614,0.197,114.059,500.0,7.2,15000.0,80.0,85.0,0.79,-1.5422286,-1.0414172,-0.31316355,-0.5326612,0.01948164,-0.703757,-0.56158614,0.15346552,-0.255189,0.2226218
0.5,700.0,7.0,45.0,0.63,0.26,144.357,510.0,6.0,15000.0,75.0,80.0,0.78,-1.6537977,-1.3211609,-0.16720739,-0.4176267,-0.34953976,-0.50952166,-0.7825907,0.23484974,-0.46357948,0.3344978
0.5,750.0,7.3,12.0,5.2,0.4,217.0,612.0,2.9,48000.0,69.79,79.16,0.88,0.5261193,-1.5414773,0.16866145,-0.36408278,-0.29307765,-0.039242562,0.1655227,0.2520275,-0.3900499,0.012836168
0.5,750.0,7.3,25.0,5.2,0.4,217.0,612.0,2.9,48000.0,68.03,77.11,0.87,0.5261193,-1.5414773,0.16866145,-0.36408278,-0.29307765,-0.039242562,0.1655227,0.2520275,-0.3900499,0.012836168
0.5,750.0,8.1,25.0,5.6,0.2,167.0,656.0,3.2,48000.0,66.28,75.89,0.86,-1.0606042,-1.1984627,-0.25683203,-1.4943122,-0.061623782,-0.63094956,-0.7631608,0.3204462,-0.6487519,-0.19108415
0.5,750.0,8.1,12.0,5.6,0.2,167.0,656.0,3.2,48000.0,69.21,79.16,0.88,-1.0606042,-1.1984627,-0.25683203,-1.4943122,-0.061623782,-0.63094956,-0.7631608,0.3204462,-0.6487519,-0.19108415
0.5,750.0,8.0,25.0,10.0,0.2,75.0,635.0,12.8,48000.0,28.49,34.06,0.82,-1.6863762,-0.54319257,0.5984894,-0.6922553,-1.089209,-0.85865414,-1.0043088,0.4568082,-0.57270724,0.38173503
0.5,750.0,10.6,24.0,10.1,0.101,40.0,658.0,4.2,24000.0,56.2,63.3,0.83,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.5,750.0,8.47,5.0,6.8,0.3,178.0,698.0,4.4,48000.0,56.4,58.1,0.8,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.45,800.0,10.0,25.0,15.5,0.99,163.0,390.0,31.3,48000.0,50.23,64.79,0.81,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.5,750.0,8.47,10.0,6.8,0.3,178.0,698.0,4.4,48000.0,52.2,58.1,0.81,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.3,750.0,3.96,10.0,11.5,0.45,153.8,750.0,4.0,60000.0,24.0,52.22,0.35,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.45,800.0,10.0,50.0,15.5,0.99,163.0,390.0,31.3,48000.0,48.36,61.97,0.79,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.5,750.0,10.6,12.0,10.1,0.101,40.0,658.0,4.2,24000.0,60.5,69.0,0.86,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.15,650.0,10.0,24.0,2.8,0.21,519.0,733.0,15.0,60000.0,45.0,71.0,0.7,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.5,800.0,5.0,10.0,7.58,0.87,294.0,370.0,15.46,15000.0,96.6,91.8,1.22,-0.8480522,-0.15171115,-2.3152661,-0.7013685,-0.44863215,0.299696,-0.54708976,0.05819923,0.1742656,0.24379279
0.3,500.0,3.3,35.0,25.9,1.01,163.4,357.0,3.3,60000.0,15.5,25.0,0.5,1.0206593,-0.2408019,-1.1359048,-0.4120525,-0.49536008,-0.032718007,-0.61888146,0.12638314,0.08660043,0.12199264
0.3,450.0,3.3,35.0,25.9,1.01,163.4,357.0,3.3,60000.0,7.22,14.78,0.443,1.0206593,-0.2408019,-1.1359048,-0.4120525,-0.49536008,-0.032718007,-0.61888146,0.12638314,0.08660043,0.12199264
0.3,400.0,3.3,35.0,25.9,1.01,163.4,357.0,3.3,60000.0,3.429,5.905,0.378,1.0206593,-0.2408019,-1.1359048,-0.4120525,-0.49536008,-0.032718007,-0.61888146,0.12638314,0.08660043,0.12199264
0.3,400.0,3.3,20.0,25.9,1.01,163.4,357.0,3.3,60000.0,3.33,6.1,0.395,1.0206593,-0.2408019,-1.1359048,-0.4120525,-0.49536008,-0.032718007,-0.61888146,0.12638314,0.08660043,0.12199264
0.3,500.0,3.3,20.0,25.9,1.01,163.4,357.0,3.3,60000.0,15.169,25.0,0.508,1.0206593,-0.2408019,-1.1359048,-0.4120525,-0.49536008,-0.032718007,-0.61888146,0.12638314,0.08660043,0.12199264
0.3,450.0,3.3,20.0,25.9,1.01,163.4,357.0,3.3,60000.0,7.667,14.778,0.443,1.0206593,-0.2408019,-1.1359048,-0.4120525,-0.49536008,-0.032718007,-0.61888146,0.12638314,0.08660043,0.12199264
0.3,500.0,3.1,20.0,18.9,0.65,127.6,396.0,5.5,60000.0,6.017,16.525,0.3,1.0711068,-0.6809421,-0.9142103,-0.3509967,-0.43606517,-0.09490281,-0.28263366,0.063256554,0.09211833,0.09430729
0.3,450.0,3.1,35.0,18.9,0.65,127.6,396.0,5.5,60000.0,3.22,7.44,0.265,1.0711068,-0.6809421,-0.9142103,-0.3509967,-0.43606517,-0.09490281,-0.28263366,0.063256554,0.09211833,0.09430729
0.3,500.0,3.1,35.0,18.9,0.65,127.6,396.0,5.5,60000.0,5.678,15.847,0.303,1.0711068,-0.6809421,-0.9142103,-0.3509967,-0.43606517,-0.09490281,-0.28263366,0.063256554,0.09211833,0.09430729
0.3,400.0,3.1,35.0,18.9,0.65,127.6,396.0,5.5,60000.0,1.05,2.571,0.216,1.0711068,-0.6809421,-0.9142103,-0.3509967,-0.43606517,-0.09490281,-0.28263366,0.063256554,0.09211833,0.09430729
0.3,400.0,3.1,20.0,18.9,0.65,127.6,396.0,5.5,60000.0,1.33,3.9,0.222,1.0711068,-0.6809421,-0.9142103,-0.3509967,-0.43606517,-0.09490281,-0.28263366,0.063256554,0.09211833,0.09430729
0.3,450.0,3.1,20.0,18.9,0.65,127.6,396.0,5.5,60000.0,3.667,8.778,0.265,1.0711068,-0.6809421,-0.9142103,-0.3509967,-0.43606517,-0.09490281,-0.28263366,0.063256554,0.09211833,0.09430729
0.222,850.0,1.1,2.5,12.2,0.163,506.9,510.0,15.7,108000.0,85.9,73.2,0.9,-3.278524,-1.4521931,0.05677559,-0.33241886,0.4286943,-1.4547074,-0.9496221,0.45221123,-0.4590713,0.09447621
0.222,600.0,1.1,2.5,12.2,0.163,506.9,510.0,15.7,20000.0,45.0,52.0,0.844,-3.278524,-1.4521931,0.05677559,-0.33241886,0.4286943,-1.4547074,-0.9496221,0.45221123,-0.4590713,0.09447621
0.4,800.0,4.6,5.0,13.8,0.08,19.0,441.0,18.7,150000.0,42.0,61.0,0.69,-0.28621313,-1.8518025,-0.85986996,-0.8852243,-0.2745999,-0.97642887,-0.24835862,0.37754157,-0.21554217,0.2986021
0.4,800.0,4.6,50.0,13.8,0.08,19.0,441.0,18.7,150000.0,39.0,58.0,0.68,-0.28621313,-1.8518025,-0.85986996,-0.8852243,-0.2745999,-0.97642887,-0.24835862,0.37754157,-0.21554217,0.2986021
0.15,650.0,10.0,0.5,4.8,0.82,599.0,558.0,3.9,60000.0,61.3,74.0,0.7,-0.5044738,1.1171359,-0.7331626,-1.6156441,0.20631035,0.55905277,-0.14030166,0.14937215,-0.36011323,-0.32617903
0.15,650.0,10.0,0.5,5.2,0.58,455.0,457.0,2.9,60000.0,18.4,26.1,1.0,-0.5081129,0.90027773,-0.7840549,-1.7025464,-0.11319478,0.18650663,-0.33065167,0.008417435,0.04644797,-0.12019752
0.15,650.0,10.0,0.5,5.2,0.58,455.0,457.0,4.6,60000.0,14.6,19.9,0.9,-0.57076395,0.763525,-0.8136344,-1.6973435,-0.06373294,0.17111047,-0.36148128,-0.007503812,0.03399731,-0.09628346
0.15,650.0,10.0,24.0,3.9,0.23,346.0,622.0,24.0,60000.0,48.0,59.0,0.7,-0.84805226,-0.15171118,-2.3152664,-0.7013685,-0.44863212,0.29969534,-0.54708976,0.058199327,0.1742656,0.24379279
0.15,650.0,10.0,24.0,6.9,0.32,347.0,660.0,23.0,60000.0,65.0,54.0,0.8,-0.45744193,-0.31322598,-1.8155464,-1.0020618,-0.77319443,0.18652478,-0.72678953,0.0752746,0.2837623,0.11970022
0.5,700.0,4.4,40.0,6.4,0.53,266.0,824.0,5.4,48000.0,65.81,71.86,0.85,0.7392191,0.92224866,-0.58851814,0.22943775,0.09369422,-0.59761465,0.09220753,0.19929609,0.43191046,0.6010622
0.5,700.0,4.4,80.0,6.4,0.53,266.0,824.0,5.4,48000.0,65.81,70.62,0.85,0.7392191,0.92224866,-0.58851814,0.22943775,0.09369422,-0.59761465,0.09220753,0.19929609,0.43191046,0.6010622
0.5,700.0,4.4,20.0,6.4,0.53,266.0,824.0,5.4,48000.0,66.51,72.57,0.85,0.7392191,0.92224866,-0.58851814,0.22943775,0.09369422,-0.59761465,0.09220753,0.19929609,0.43191046,0.6010622
0.5,700.0,4.4,100.0,6.4,0.53,266.0,824.0,5.4,48000.0,65.12,70.44,0.85,0.7392191,0.92224866,-0.58851814,0.22943775,0.09369422,-0.59761465,0.09220753,0.19929609,0.43191046,0.6010622
0.5,700.0,4.4,60.0,6.4,0.53,266.0,824.0,5.4,48000.0,65.99,71.68,0.85,0.7392191,0.92224866,-0.58851814,0.22943775,0.09369422,-0.59761465,0.09220753,0.19929609,0.43191046,0.6010622
0.5,700.0,8.99,10.0,5.74,0.28,193.0,550.0,10.4,50000.0,40.0,50.0,0.8,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.5,700.0,10.57,10.0,10.7,0.07,27.0,440.0,14.2,50000.0,13.0,22.0,0.6,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.1,750.0,5.0,5.0,2.0,0.17,66.0,625.0,31.0,24000.0,30.0,35.0,0.4,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.1,750.0,10.0,5.0,2.0,0.2,113.0,650.0,11.0,24000.0,96.0,96.7,0.95,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.1,750.0,10.0,5.0,2.0,0.19,72.0,404.0,20.0,24000.0,50.0,56.0,0.75,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.5,700.0,8.36,10.0,7.14,0.42,237.0,550.0,9.4,50000.0,65.0,75.0,0.85,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.5,700.0,7.06,10.0,12.92,0.69,199.0,550.0,8.4,50000.0,72.0,82.0,0.9,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.5,700.0,7.04,10.0,13.88,0.63,197.0,550.0,10.4,50000.0,62.0,68.0,0.82,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.1,750.0,15.0,5.0,2.0,0.18,103.0,675.0,11.0,24000.0,96.0,96.7,0.95,-2.776886,-0.8126691,1.0002471,0.8482455,-1.1538433,0.09329609,0.2889709,-0.0024817404,0.31303152,0.11798282
0.4,800.0,4.4,50.0,10.5,0.08,25.0,570.0,10.9,150000.0,42.0,55.0,0.74,1.5262609,-0.7243865,0.45943192,0.6572247,-0.124555826,-0.1711375,0.8867525,0.7320138,0.26761502,-0.09270983
0.4,800.0,4.4,5.0,10.5,0.08,25.0,570.0,10.9,150000.0,53.0,66.0,0.79,1.5262609,-0.7243865,0.45943192,0.6572247,-0.124555826,-0.1711375,0.8867525,0.7320138,0.26761502,-0.09270983
0.167,800.0,10.0,8.0,11.208,0.017,26.2,407.45,42.7,4662.0,47.7,58.41,0.34,-0.7034531,0.7841619,-1.7191465,1.4531946,0.3407096,0.089376785,0.050808758,0.12146259,0.34532475,0.07639623
0.5,700.0,15.0,2.0,17.23,0.17,40.0,908.0,10.5,25000.0,58.0,60.0,0.95,0.38046333,0.7700763,-0.23327152,-0.495971,0.71867967,-0.08985367,0.26917383,-0.483676,0.53307724,-0.2016143
0.5,700.0,15.0,75.0,9.85,0.06,25.0,860.0,15.0,25000.0,37.8,50.1,0.69,-0.03404888,0.56252265,-0.7389538,-0.89832103,0.53341615,-0.078216314,-0.029014925,-0.7084252,0.6053647,-0.27315232
0.5,700.0,15.0,75.0,28.89,0.27,38.0,954.0,15.5,25000.0,32.4,45.0,0.72,-0.1895,1.5158762,-0.5252204,0.096593395,0.53238255,0.059858672,0.13958542,-0.37750757,0.28464016,0.10768226
0.15,650.0,10.0,24.0,4.0,0.21,310.0,733.0,16.0,60000.0,44.0,57.0,0.7,-0.84805226,-0.15171118,-2.3152664,-0.7013685,-0.44863212,0.29969534,-0.54708976,0.058199327,0.1742656,0.24379279
0.15,650.0,10.0,24.0,10.9,0.3,222.0,622.0,21.0,60000.0,38.0,53.0,0.7,-0.45744193,-0.31322598,-1.8155464,-1.0020618,-0.77319443,0.18652478,-0.72678953,0.0752746,0.2837623,0.11970022
0.4,700.0,5.2,0.2,5.759,0.618,426.0,568.0,12.0,30000.0,73.0,76.0,0.9,1.709942,-0.822769,0.30674097,0.16725726,-0.59935254,0.081636764,0.18334033,0.17295143,0.14838612,0.12633324
0.4,700.0,5.2,12.0,5.759,0.618,426.0,568.0,12.0,30000.0,71.0,75.0,0.91,1.709942,-0.822769,0.30674097,0.16725726,-0.59935254,0.081636764,0.18334033,0.17295143,0.14838612,0.12633324
0.4,700.0,5.0,12.0,6.166,0.659,403.0,560.0,15.0,30000.0,74.0,78.0,0.91,1.709942,-0.822769,0.30674097,0.16725726,-0.59935254,0.081636764,0.18334033,0.17295143,0.14838612,0.12633324
0.4,700.0,5.0,0.2,6.166,0.659,403.0,560.0,15.0,30000.0,75.0,78.0,0.92,1.709942,-0.822769,0.30674097,0.16725726,-0.59935254,0.081636764,0.18334033,0.17295143,0.14838612,0.12633324
0.4,700.0,5.0,24.0,6.166,0.659,403.0,560.0,15.0,30000.0,72.0,76.0,0.92,1.709942,-0.822769,0.30674097,0.16725726,-0.59935254,0.081636764,0.18334033,0.17295143,0.14838612,0.12633324
0.1,700.0,4.0,6.0,6.0,0.254,333.4,572.0,7.9,275000.0,76.11,76.7,0.733,-0.85906756,-0.15909751,-2.3107228,-0.6825393,-0.44262832,0.300294,-0.54351544,0.062602796,0.17617305,0.2376344
0.5,800.0,10.0,4.0,19.3,0.019,11.9,800.0,54.3,60000.0,67.4,73.7,,0.79921865,1.1383398,-0.63900775,0.35828245,0.18525237,-0.36714074,0.22036521,-0.080369234,0.3496917,0.424454
0.4,700.0,5.3,0.2,13.769,0.373,158.0,640.0,21.0,30000.0,65.0,69.0,0.82,0.7287816,0.9129508,-0.5724544,0.23443237,0.08543764,-0.5949433,0.087741986,0.21084268,0.42422038,0.6048015
0.4,700.0,5.3,12.0,12.4,0.62,158.0,790.0,21.0,30000.0,57.0,62.0,0.8,0.7287816,0.9129508,-0.5724544,0.23443237,0.08543764,-0.5949433,0.087741986,0.21084268,0.42422038,0.6048015
0.4,750.0,5.3,12.0,12.4,0.62,158.0,790.0,21.0,30000.0,80.0,82.0,0.91,0.7287816,0.9129508,-0.5724544,0.23443237,0.08543764,-0.5949433,0.087741986,0.21084268,0.42422038,0.6048015
0.4,700.0,5.3,12.0,13.769,0.373,158.0,680.0,21.0,30000.0,57.0,62.0,0.8,0.7287816,0.9129508,-0.5724544,0.23443237,0.08543764,-0.5949433,0.087741986,0.21084268,0.42422038,0.6048015
0.4,700.0,5.3,12.0,13.769,0.373,158.0,640.0,21.0,30000.0,57.0,62.0,0.8,0.7287816,0.9129508,-0.5724544,0.23443237,0.08543764,-0.5949433,0.087741986,0.21084268,0.42422038,0.6048015
0.4,700.0,5.3,0.2,13.769,0.373,158.0,680.0,21.0,30000.0,65.0,69.0,0.82,0.7287816,0.9129508,-0.5724544,0.23443237,0.08543764,-0.5949433,0.087741986,0.21084268,0.42422038,0.6048015
0.15,800.0,1.1,40.0,3.3,0.12,109.6,796.2,2.5,108000.0,88.6,91.8,0.95,0.88655025,0.49236733,1.0130479,0.26117155,0.35538462,-0.36982366,-0.13868363,-0.0029823992,0.20206147,0.54582024
0.15,800.0,2.3,40.0,3.6,0.11,105.2,795.7,6.5,108000.0,90.9,98.2,0.88,0.8908356,0.8055269,0.7578519,0.052510794,0.44335243,-0.26934806,-0.0070658727,-0.12969789,0.045126252,0.56880975
0.15,800.0,2.3,20.0,3.6,0.11,105.2,795.7,6.5,108000.0,91.4,97.1,0.874,0.8908356,0.8055269,0.7578519,0.052510794,0.44335243,-0.26934806,-0.0070658727,-0.12969789,0.045126252,0.56880975
0.15,650.0,2.3,50.0,3.6,0.11,105.2,795.7,6.5,36000.0,68.9,81.97,0.882,0.8908356,0.8055269,0.7578519,0.052510794,0.44335243,-0.26934806,-0.0070658727,-0.12969789,0.045126252,0.56880975
0.15,650.0,2.3,100.0,3.6,0.11,105.2,795.7,6.5,36000.0,69.26,82.4,0.881,0.8908356,0.8055269,0.7578519,0.052510794,0.44335243,-0.26934806,-0.0070658727,-0.12969789,0.045126252,0.56880975
0.5,700.0,3.0,5.0,42.71,0.94,88.17,300.0,18.53,14000.0,54.75,70.2,0.77,-2.999336,0.31957686,-0.10723752,0.2159562,0.8523078,-0.7484716,0.3190004,-1.1413524,-0.1323216,-0.43132642
0.15,650.0,4.5,50.0,3.3,0.13,111.6,796.4,11.5,36000.0,64.3,76.6,0.844,0.92087686,0.71219546,0.40027413,0.395549,0.20300213,-0.074936435,-0.24244101,-0.2430804,-0.030267349,0.41753435
0.15,650.0,4.5,100.0,3.3,0.13,111.6,796.4,11.5,36000.0,62.7,74.2,0.832,0.92087686,0.71219546,0.40027413,0.395549,0.20300213,-0.074936435,-0.24244101,-0.2430804,-0.030267349,0.41753435
0.15,800.0,4.5,40.0,3.3,0.13,111.6,796.4,11.5,108000.0,92.5,97.9,0.928,0.92087686,0.71219546,0.40027413,0.395549,0.20300213,-0.074936435,-0.24244101,-0.2430804,-0.030267349,0.41753435
0.15,800.0,4.5,20.0,3.3,0.13,111.6,796.4,11.5,108000.0,92.5,97.9,0.91,0.92087686,0.71219546,0.40027413,0.395549,0.20300213,-0.074936435,-0.24244101,-0.2430804,-0.030267349,0.41753435
0.5,700.0,7.0,5.0,49.39,1.08,87.71,790.0,18.02,14000.0,67.7,79.3,0.92,-2.8162029,0.30329296,-0.28965843,0.31460395,1.0776513,-0.8976284,0.30089015,-0.95032895,-0.056187626,-0.115548395
0.5,700.0,10.0,5.0,35.76,1.03,115.39,790.0,13.37,14000.0,72.0,82.9,0.9,-3.1406236,-0.57493824,1.3405201,0.20021237,1.1579415,-0.5445894,0.028442582,-0.6692268,-0.2526223,-0.31980568
0.5,700.0,15.0,5.0,26.04,0.5,77.81,790.0,19.07,14000.0,70.3,80.9,0.9,-2.2764664,1.0085229,0.6084757,-0.119523205,0.58568996,0.5239092,0.013630501,-0.95197314,-0.40907493,-0.41537836
0.15,800.0,8.8,20.0,3.8,0.12,92.9,793.9,14.6,108000.0,92.3,97.6,0.907,0.8865503,0.49236712,1.0130476,0.2611717,0.3553847,-0.3698239,-0.1386835,-0.0029825936,0.20206153,0.54582006
0.15,800.0,8.8,40.0,3.8,0.12,92.9,793.9,14.6,108000.0,91.4,97.6,0.907,0.8865503,0.49236712,1.0130476,0.2611717,0.3553847,-0.3698239,-0.1386835,-0.0029825936,0.20206153,0.54582006
0.5,700.0,25.0,5.0,46.27,0.75,64.85,790.0,21.26,14000.0,67.7,76.9,0.91,-1.8665591,1.0780842,-0.7196833,-0.023599949,0.89110684,0.14197162,0.36801258,-1.0723152,0.24255005,-0.19187719
0.15,800.0,16.2,40.0,4.8,0.11,65.2,794.4,19.5,108000.0,92.6,96.3,0.96,1.110192,0.7188067,0.3890628,0.26682875,0.52813506,-0.3809047,-0.045832228,-0.24790522,0.24690026,0.68653685
0.15,800.0,16.2,20.0,4.8,0.11,65.2,794.4,19.5,108000.0,94.2,97.0,0.951,1.110192,0.7188067,0.3890628,0.26682875,0.52813506,-0.3809047,-0.045832228,-0.24790522,0.24690026,0.68653685
0.1,800.0,3.33,100.0,27.42,0.225,44.9,561.0,11.61,30000.0,80.8,83.1,0.956,-2.3477564,-1.5810694,-0.2854515,-0.33944297,0.82518184,-0.629601,1.1044492,-0.78504795,-0.49756095,0.24365196
0.1,800.0,3.09,7.0,27.42,0.225,44.9,561.0,14.6,30000.0,84.0,90.8,1.0,-2.3477564,-1.5810694,-0.2854515,-0.33944297,0.82518184,-0.629601,1.1044492,-0.78504795,-0.49756095,0.24365196
0.1,800.0,3.33,7.0,28.65,0.22,44.9,561.0,11.61,30000.0,84.4,91.1,1.01,-2.3477564,-1.5810694,-0.2854515,-0.33944297,0.82518184,-0.629601,1.1044492,-0.78504795,-0.49756095,0.24365196
0.1,800.0,3.09,7.0,28.65,0.22,54.31,650.0,15.42,30000.0,99.1,99.1,1.04,0.7584946,-1.3042,0.9521744,-0.24359913,-0.0187943,-0.0843682,0.27735233,-0.4121741,-0.3374018,0.1978183
0.1,800.0,3.09,200.0,27.42,0.225,54.31,650.0,15.42,30000.0,95.4,94.9,1.0,0.7584946,-1.3042,0.9521744,-0.24359913,-0.0187943,-0.0843682,0.27735233,-0.4121741,-0.3374018,0.1978183
0.1,800.0,2.28,7.0,27.42,0.225,57.1,703.0,18.6,30000.0,98.1,97.8,0.996,0.02866824,-1.8351398,-0.009252803,-0.41959545,1.3211406,0.20341878,1.0359027,-0.7476249,-0.31841224,0.39635667
0.1,750.0,2.28,7.0,27.42,0.225,57.1,703.0,18.6,30000.0,87.3,90.8,0.97,0.02866824,-1.8351398,-0.009252803,-0.41959545,1.3211406,0.20341878,1.0359027,-0.7476249,-0.31841224,0.39635667
0.1,700.0,2.28,7.0,27.42,0.225,57.1,703.0,18.6,30000.0,82.0,87.0,0.92,0.02866824,-1.8351398,-0.009252803,-0.41959545,1.3211406,0.20341878,1.0359027,-0.7476249,-0.31841224,0.39635667
0.1,800.0,2.28,7.0,27.42,0.225,57.1,703.0,18.6,30000.0,98.1,97.4,0.996,0.02866824,-1.8351398,-0.009252803,-0.41959545,1.3211406,0.20341878,1.0359027,-0.7476249,-0.31841224,0.39635667
0.1,800.0,2.28,7.0,27.42,0.225,57.1,703.0,18.6,40000.0,97.5,96.1,1.0,0.02866824,-1.8351398,-0.009252803,-0.41959545,1.3211406,0.20341878,1.0359027,-0.7476249,-0.31841224,0.39635667
